,player_ids,player_names,player_birthdays,player_birthcities,player_birthcountries,player_nationalities,player_heights,player_weights,player_handedness,player_positions
4944,8467527,Jan Mertzig,1970-07-18,Stockholm,SWE,SWE,"6' 4""",218,L,Defenseman
4219,8458494,Sergei Zubov,1970-07-22,Moscow,RUS,RUS,"6' 1""",198,R,Defenseman
4659,8459690,Christer Olsson,1970-07-24,Arboga,SWE,SWE,"5' 11""",195,L,Defenseman
4089,8455871,Jeffrey Christian,1970-07-30,Burlington,CAN,CAN,"6' 1""",210,L,Left Wing
4367,8457905,David Sacco,1970-07-31,Malden,USA,USA,"6' 1""",190,R,Left Wing
3986,8455429,Tony Amonte,1970-08-02,Hingham,USA,USA,"6' 0""",202,L,Right Wing
3802,8445735,Rod Brind'Amour,1970-08-09,Ottawa,CAN,CAN,"6' 1""",205,L,Center
4155,8456547,Bret Hedican,1970-08-10,St. Paul,USA,USA,"6' 2""",210,L,Defenseman
4962,8460099,Terry Virtue,1970-08-12,Scarborough,CAN,CAN,"6' 0""",198,R,Defenseman
4096,8456191,Chad Erickson,1970-08-21,Warroad,USA,USA,"5' 9""",175,R,Goalie
4409,8457570,Roman Oksiuta,1970-08-21,Murmansk,RUS,RUS,"6' 3""",230,L,Right Wing
4481,8460318,Blaine Lacher,1970-09-05,Medicine Hat,CAN,CAN,"6' 1""",205,L,Goalie
4279,8458974,Igor Korolev,1970-09-06,Moscow,RUS,RUS,"6' 1""",197,L,Center
4065,8449961,Gino Odjick,1970-09-07,Maniwaki,CAN,CAN,"6' 3""",224,L,Left Wing
4127,8456080,Paul Di Pietro,1970-09-08,Sault Ste. Marie,CAN,CHE,"5' 8""",179,R,Center
4586,8457805,Barry Richter,1970-09-11,Madison,USA,USA,"6' 2""",200,L,Defenseman
4386,8459411,Christian Soucy,1970-09-14,Gatineau,CAN,CAN,"5' 11""",160,L,Goalie
4693,8455763,Dan Bylsma,1970-09-19,Grand Haven,USA,USA,"6' 2""",215,L,Left Wing
4010,8446415,Gilbert Dionne,1970-09-19,Drummondville,CAN,CAN,"6' 1""",205,L,Left Wing
4627,8460759,Antti Tormanen,1970-09-19,Espoo,FIN,FIN,"6' 1""",198,L,Right Wing
4597,8457636,Davis Payne,1970-09-24,King City,CAN,CAN,"6' 1""",190,L,Left Wing
4372,8459361,Frank Bialowas,1970-09-25,Winnipeg,CAN,CAN,"5' 11""",225,L,Defenseman
4374,8457003,Paul Laus,1970-09-26,Beamsville,CAN,CAN,"6' 1""",215,R,Defenseman
4198,8458487,Alexei Zhamnov,1970-10-01,Moscow,RUS,RUS,"6' 1""",204,L,Center
4577,8456586,Jason Herter,1970-10-02,Hafford,CAN,CAN,"6' 1""",190,R,Defenseman
4834,8465236,Ronnie Sundin,1970-10-03,Frolunda,SWE,SWE,"6' 1""",220,L,Defenseman
4269,8455505,Steve Bancroft,1970-10-06,Toronto,CAN,CAN,"6' 1""",215,L,Defenseman
4393,8455536,Jeff Batters,1970-10-23,Victoria,CAN,CAN,"6' 2""",215,R,Defenseman
4000,8451718,Shayne Stevenson,1970-10-26,London,CAN,CAN,"6' 1""",190,R,Right Wing
4288,8457761,Dan Ratushny,1970-10-29,Nepean,CAN,CAN,"6' 1""",185,R,Defenseman
4517,8458183,Patrice Tardif,1970-10-30,Thetford Mines,CAN,CAN,"6' 2""",200,L,Center
4299,8458492,Doug Zmolek,1970-11-03,Rochester,USA,USA,"6' 2""",220,L,Defenseman
4576,8457969,Corey Schwab,1970-11-04,North Battleford,CAN,CAN,"6' 0""",180,L,Goalie
4361,8459318,Greg Pankewicz,1970-11-06,Drayton Valley,CAN,CAN,"6' 0""",190,R,Right Wing
4091,8456464,Bill Guerin,1970-11-09,Worcester,USA,USA,"6' 2""",220,R,Right Wing
4600,8460319,Clayton Beddoes,1970-11-10,Bentley,CAN,CAN,"5' 11""",192,L,Center
4330,8458179,Chris Tamer,1970-11-17,Dearborn,USA,USA,"6' 2""",200,L,Defenseman
3879,8447477,Kevin Haller,1970-12-05,Trochu,CAN,CAN,"6' 2""",200,L,Defenseman
4291,8456966,Robert Lang,1970-12-19,Teplice,CZE,CZE,"6' 3""",217,R,Center
4212,8456430,Travis Green,1970-12-20,Castlegar,CAN,CAN,"6' 2""",200,R,Center
4082,8455521,Stu Barnes,1970-12-25,Spruce Grove,CAN,CAN,"5' 11""",182,R,Center
3971,8447958,Bobby Holik,1971-01-01,Jihlava,CZE,CZE,"6' 4""",230,R,Center
4377,8458929,Cory Cross,1971-01-03,Lloydminster,CAN,CAN,"6' 5""",225,L,Defenseman
5010,8458628,Rob Valicevic,1971-01-06,Detroit,USA,USA,"6' 2""",208,R,Right Wing
4471,8459391,Darren Langdon,1971-01-08,Deer Lake,CAN,CAN,"6' 1""",205,L,Left Wing
4172,8458212,Brent Thompson,1971-01-09,Calgary,CAN,CAN,"6' 2""",200,L,Defenseman
4022,8451972,Scott Thornton,1971-01-09,London,CAN,CAN,"6' 3""",220,L,Left Wing
4348,8458287,Lindsay Vallis,1971-01-12,Winnipeg,CAN,CAN,"6' 3""",207,R,Right Wing
4339,8457686,Derek Plante,1971-01-17,Cloquet,USA,USA,"5' 11""",181,L,Center
4590,8458725,Jamie Ram,1971-01-18,Scarborough,CAN,CAN,"5' 11""",164,L,Goalie
4564,8457228,Craig Martin,1971-01-21,Amherst,CAN,CAN,"6' 2""",219,R,Right Wing
3987,8458361,Doug Weight,1971-01-21,Detroit,USA,USA,"5' 11""",202,L,Center
4009,8445739,Patrice Brisebois,1971-01-27,Montréal,CAN,CAN,"6' 2""",197,R,Defenseman
4191,8456849,Trent Klatt,1971-01-30,Robbinsdale,USA,USA,"6' 1""",225,R,Right Wing
4264,8458825,Shawn Rivers,1971-01-30,Ottawa,CAN,CAN,"5' 9""",183,L,Defenseman
4469,8459541,Tommy Salo,1971-02-01,Surahammar,SWE,SWE,"6' 0""",180,L,Goalie
4455,8458589,Jim Storm,1971-02-05,Milford,USA,USA,"6' 2""",200,L,Left Wing
4404,8458707,David Struch,1971-02-11,Calgary,CAN,CAN,"5' 10""",180,L,Center
3957,8451774,Mats Sundin,1971-02-13,Bromma,SWE,SWE,"6' 5""",231,R,Center
4401,8458314,Vesa Viitakoski,1971-02-13,Lappeenranta,FIN,FIN,"6' 3""",215,L,Left Wing
4782,8458751,Marko Jantunen,1971-02-14,Lahti,FIN,FIN,"5' 10""",185,L,Center
4083,8455879,Jason Cirone,1971-02-21,Toronto,CAN,ITA,"5' 9""",185,L,Center
4156,8457222,Jason Marshall,1971-02-22,Cranbrook,CAN,CAN,"6' 2""",200,R,Defenseman
4349,8458682,Brian Savage,1971-02-24,Sudbury,CAN,CAN,"6' 1""",200,L,Left Wing
4397,8458667,Terry Hollinger,1971-02-24,Regina,CAN,CAN,"6' 1""",200,L,Defenseman
4268,8455994,Byron Dafoe,1971-02-25,Sussex,GBR,GBR,"5' 11""",185,L,Goalie
3968,8451392,Jarrod Skalde,1971-02-26,Niagara Falls,CAN,CAN,"6' 0""",190,L,Center
4342,8459460,Denis Tsygurov,1971-02-26,Togliatti,RUS,RUS,"6' 3""",198,L,Defenseman
4308,8457403,Jaroslav Modry,1971-02-27,Ceské Budejovice,CZE,CZE,"6' 2""",220,L,Defenseman
3966,8449632,Jason Miller,1971-03-01,Edmonton,CAN,CAN,"6' 1""",190,L,Center
5227,8468651,Roman Cechmanek,1971-03-02,Gottwaldov,CZE,CZE,"6' 3""",211,L,Goalie
4622,8458604,Patrick Labrecque,1971-03-06,Laval,CAN,CAN,"6' 0""",190,L,Goalie
4607,8455666,Bob Boughner,1971-03-08,Windsor,CAN,CAN,"6' 0""",205,R,Defenseman
4133,8457640,Rob Pearson,1971-03-08,Oshawa,CAN,CAN,"6' 3""",206,R,Right Wing
4079,8458534,Martin Rucinsky,1971-03-11,Most,CZE,CZE,"6' 1""",205,L,Left Wing
4388,8456734,Greg Johnson,1971-03-16,Thunder Bay,CAN,CAN,"5' 11""",200,L,Center
4364,8456514,David Harlock,1971-03-16,Toronto,CAN,CAN,"6' 2""",220,L,Defenseman
3841,8451859,John Tanner,1971-03-17,Cambridge,CAN,CAN,"6' 3""",182,L,Goalie
4167,8456031,Louie Debrusk,1971-03-19,Cambridge,CAN,CAN,"6' 2""",227,L,Left Wing
4265,8458879,Chris Lipuma,1971-03-23,Oak Lawn,USA,USA,"6' 1""",210,L,Defenseman
4508,8460628,Alexander Selivanov,1971-03-23,Moscow,RUS,RUS,"6' 0""",205,L,Right Wing
5063,8458693,Sean Gauthier,1971-03-28,Sudbury,CAN,CAN,"5' 11""",202,L,Goalie
4628,8456588,Jamie Heward,1971-03-30,Regina,CAN,CAN,"6' 2""",215,R,Defenseman
4141,8455572,Adam Bennett,1971-03-30,Georgetown,CAN,CAN,"6' 4""",206,R,Defenseman
4168,8455738,Pavel Bure,1971-03-31,Moscow,RUS,RUS,"5' 11""",191,L,Right Wing
4825,8458932,Richard Shulmistra,1971-04-01,Sudbury,CAN,CAN,"6' 2""",186,L,Goalie
4368,8458561,Yanic Perreault,1971-04-04,Sherbrooke,CAN,CAN,"5' 11""",185,L,Center
4999,8458535,Trevor Halverson,1971-04-06,White River,CAN,CAN,"6' 1""",200,L,Right Wing
4132,8457203,Kent Manderville,1971-04-12,Edmonton,CAN,CAN,"6' 3""",200,L,Center
4493,8456985,Steve Larouche,1971-04-14,Rouyn,CAN,CAN,"6' 0""",184,R,Center
4749,8458485,Jason Zent,1971-04-15,Buffalo,USA,USA,"5' 11""",208,L,Left Wing
4523,8458658,David Oliver,1971-04-17,Sechelt,CAN,CAN,"6' 0""",197,R,Right Wing
4253,8458641,Oleg Petrov,1971-04-18,Moscow,RUS,RUS,"5' 9""",172,L,Right Wing
4107,8456874,Dan Kordic,1971-04-18,Edmonton,CAN,CAN,"6' 5""",233,L,Left Wing
4662,8457460,Michael Murray,1971-04-18,Cumberland,USA,USA,"6' 1""",200,R,Right Wing
4325,8459498,Milos Holan,1971-04-22,Bilovec,CZE,CZE,"5' 11""",197,L,Defenseman
4185,8458711,Dale Craigwell,1971-04-24,Toronto,CAN,CAN,"5' 11""",195,L,Center
4509,8456850,Ken Klee,1971-04-24,Indianapolis,USA,USA,"6' 1""",210,R,Defenseman
4366,8457232,Matt Martin,1971-04-30,Hamden,USA,USA,"6' 3""",205,L,Defenseman
4080,8458582,Dave Karpa,1971-05-07,Regina,CAN,CAN,"6' 1""",205,R,Defenseman
4370,8458659,Chris Snell,1971-05-12,Regina,CAN,CAN,"5' 10""",198,L,Defenseman
4081,8458617,Bill Lindsay,1971-05-17,Fernie,CAN,USA,"6' 0""",198,L,Left Wing
4192,8455447,Niklas Andersson,1971-05-20,Kungalv,SWE,SWE,"5' 9""",175,L,Left Wing
4329,8457479,Pat Neaton,1971-05-21,Redford,USA,USA,"6' 0""",180,L,Defenseman
5031,8459264,Jeff Buchanan,1971-05-23,Swift Current,CAN,CAN,"6' 2""",188,R,Defenseman
3960,8446485,Kris Draper,1971-05-24,Toronto,CAN,CAN,"5' 10""",188,L,Center
3984,8450812,Steven Rice,1971-05-26,Kitchener,CAN,CAN,"6' 0""",223,R,Right Wing
4289,8458052,Jiri Slegr,1971-05-30,Jihlava,CZE,CZE,"6' 1""",210,L,Defenseman
4870,8462434,Corey Spring,1971-05-31,Cranbrook,CAN,CAN,"6' 4""",220,R,Center
4070,8446213,Mike Craig,1971-06-06,St. Mary's,CAN,CAN,"6' 1""",188,R,Right Wing
5195,8455413,Mika Alatalo,1971-06-11,Oulu,FIN,FIN,"6' 0""",202,L,Left Wing
4259,8459349,Tony Cimellaro,1971-06-14,Kingston,CAN,CAN,"5' 11""",180,L,Center
4136,8457714,Felix Potvin,1971-06-23,Anjou,CAN,CAN,"6' 1""",195,L,Goalie
4050,8450767,Robert Reichel,1971-06-25,Litvinov,CZE,CZE,"5' 10""",180,L,Center
5038,8457783,Todd Reirden,1971-06-25,Deerfield,USA,USA,"6' 5""",220,L,Defenseman
4043,8451359,Mike Sillinger,1971-06-29,Regina,CAN,CAN,"5' 11""",198,R,Center
4316,8458562,Jamie McLennan,1971-06-30,Edmonton,CAN,CAN,"6' 0""",199,L,Goalie
4537,8459284,Steve Rucchin,1971-07-04,Thunder Bay,CAN,CAN,"6' 2""",210,L,Center
4932,8458598,Brad Tiley,1971-07-05,Markdale,CAN,CAN,"6' 1""",185,L,Defenseman
4836,8466264,Johan Lindbom,1971-07-08,Alvesta,SWE,SWE,"6' 3""",210,L,Left Wing
4075,8456283,Adam Foote,1971-07-10,Toronto,CAN,CAN,"6' 2""",220,R,Defenseman
4674,8456533,Brett Hauer,1971-07-11,Edina,USA,USA,"6' 2""",190,R,Defenseman
3855,8446023,Dave Chyzowski,1971-07-11,Edmonton,CAN,CAN,"6' 1""",190,L,Left Wing
4753,8458796,Brian Wiseman,1971-07-13,Chatham,CAN,CAN,"5' 6""",175,L,Center
4365,8456933,Eric Lacroix,1971-07-15,Montréal,CAN,CAN,"6' 2""",210,L,Left Wing
4369,8458616,Alexei Kudashov,1971-07-21,Moscow,RUS,RUS,"6' 0""",190,R,Center
4314,8458613,Yan Kaminsky,1971-07-28,Penza,RUS,RUS,"6' 1""",176,L,Left Wing
4539,8459477,Valeri Karpov,1971-08-05,Chelyabinsk,RUS,RUS,"5' 10""",195,L,Right Wing
4240,8455501,Mike Bales,1971-08-06,Saskatoon,CAN,CAN,"6' 1""",180,L,Goalie
4442,8457384,Aaron Miller,1971-08-11,Buffalo,USA,USA,"6' 3""",210,R,Defenseman
4701,8459035,Marcus Ragnarsson,1971-08-13,Ostervala,SWE,SWE,"6' 1""",215,L,Defenseman
4890,8455445,Erik Andersson,1971-08-19,Stockholm,SWE,SWE,"6' 3""",210,L,Right Wing
4903,8458734,Doug Friedman,1971-09-01,Cape Elizabeth,USA,USA,"6' 1""",189,L,Left Wing
4487,8455919,Craig Conroy,1971-09-04,Potsdam,USA,USA,"6' 2""",193,R,Center
5191,8467468,Pavel Patera,1971-09-06,Kladno,CZE,CZE,"6' 1""",181,L,Left Wing
4788,8462835,Sasha Lakovic,1971-09-07,Vancouver,CAN,CAN,"6' 0""",205,L,Left Wing
4347,8457991,Pierre Sevigny,1971-09-08,Trois-Rivières,CAN,CAN,"6' 0""",189,L,Left Wing
4400,8456118,Ted Drury,1971-09-13,Boston,USA,USA,"6' 0""",206,L,Center
4482,8458586,Peter Ambroziak,1971-09-15,Toronto,CAN,CAN,"6' 0""",191,L,Left Wing
4335,8458126,Cameron Stewart,1971-09-18,Kitchener,CAN,CAN,"5' 11""",195,L,Left Wing
4723,8457511,Jeff Nielsen,1971-09-20,Grand Rapids,USA,USA,"6' 0""",200,R,Right Wing
4292,8457984,Thomas Semchuk,1971-09-22,Calgary,CAN,CAN,"6' 1""",185,R,Right Wing
4996,8466282,Andrei Skopintsev,1971-09-28,Moscow,RUS,RUS,"6' 0""",185,R,Defenseman
4311,8457685,Dan Plante,1971-10-05,Hayward,USA,USA,"5' 11""",198,R,Right Wing
4423,8458631,Jevgeni Namestnikov,1971-10-09,Novgorod,RUS,RUS,"5' 11""",193,R,Defenseman
4551,8458637,Sean O'Donnell,1971-10-13,Ottawa,CAN,CAN,"6' 2""",238,L,Defenseman
4357,8458563,Dmitri Filimonov,1971-10-14,Perm,RUS,RUS,"6' 5""",228,R,Defenseman
4542,8458602,Zac Boyer,1971-10-25,Inuvik,CAN,CAN,"6' 1""",199,R,Right Wing
3991,8450817,Mike Ricci,1971-10-27,Scarborough,CAN,CAN,"6' 0""",200,L,Center
3980,8457971,Scott Scissons,1971-10-29,Saskatoon,CAN,CAN,"6' 1""",190,L,Center
5698,8459328,Melvin Angelstad,1971-10-31,Saskatoon,CAN,CAN,"6' 3""",210,L,Left Wing
5233,8468753,Roman Simicek,1971-11-04,Ostrava,CZE,CZE,"6' 2""",210,R,Center
4760,8460742,Sergei Berezin,1971-11-05,Voskresensk,RUS,RUS,"5' 10""",196,R,Left Wing
4226,8458636,Dmitry Yushkevich,1971-11-19,Cherepovets,RUS,RUS,"5' 11""",210,R,Defenseman
4422,8458609,Dan Kesa,1971-11-23,Vancouver,CAN,CAN,"5' 11""",208,R,Right Wing
4764,8462649,John Craighead,1971-11-23,Vancouver,CAN,CAN,"6' 1""",200,R,Right Wing
4042,8450550,Keith Primeau,1971-11-24,Toronto,CAN,CAN,"6' 5""",220,L,Center
4856,8466249,Magnus Arvedson,1971-11-25,Karlstad,SWE,SWE,"6' 2""",198,R,Left Wing
4125,8457261,Brad May,1971-11-29,Toronto,CAN,CAN,"6' 1""",213,L,Left Wing
4460,8457264,Chris McAlpine,1971-12-01,Roseville,USA,USA,"6' 1""",215,R,Defenseman
4064,8449807,Petr Nedved,1971-12-09,Liberec,CZE,CZE,"6' 3""",196,L,Center
4473,8458202,Chris Therien,1971-12-14,Ottawa,CAN,CAN,"6' 5""",235,L,Defenseman
4591,8456150,Joe Dziedzic,1971-12-18,Minneapolis,USA,USA,"6' 3""",227,L,Left Wing
5225,8458738,Neil Little,1971-12-18,Medicine Hat,CAN,CAN,"6' 1""",190,L,Goalie
4972,8458660,Dave Morissette,1971-12-24,Baie-Comeau,CAN,CAN,"6' 1""",224,L,Left Wing
5360,8466023,Mike Matteucci,1971-12-27,Trail,CAN,CAN,"6' 2""",210,L,Defenseman
4234,8458069,Bryan Smolinski,1971-12-27,Toledo,USA,USA,"6' 1""",203,R,Center
4463,8457214,Chris Marinucci,1971-12-29,Grand Rapids,USA,USA,"6' 0""",175,L,Center
4319,8458984,Mattias Norstrom,1972-01-02,Stockholm,SWE,SWE,"6' 2""",210,L,Defenseman
4018,8445413,Drake Berehowsky,1972-01-03,Toronto,CAN,CAN,"6' 2""",217,R,Defenseman
4411,8458481,Brad Zavisha,1972-01-04,Hines Creek,CAN,CAN,"6' 2""",205,L,Left Wing
4945,8467534,Johan Witehall,1972-01-07,Gothenburg,SWE,SWE,"6' 1""",198,L,Left Wing
4351,8459246,Donald Brashear,1972-01-07,Bedford,USA,USA,"6' 3""",237,L,Left Wing
4914,8456857,Espen Knutsen,1972-01-12,Oslo,NOR,NOR,"5' 11""",195,L,Center
4596,8456658,Ryan Hughes,1972-01-17,Montréal,CAN,CAN,"6' 1""",180,L,Center
3993,8456008,Kimbi Daniels,1972-01-19,Brandon,CAN,CAN,"5' 10""",175,R,Center
4556,8458622,Pauli Jaks,1972-01-25,Schaffhausen,CHE,CHE,"6' 0""",191,L,Goalie
4803,8458981,Mike Fountain,1972-01-26,North York,CAN,CAN,"6' 0""",176,L,Goalie
4426,8459333,Scott McKay,1972-01-26,Burlington,CAN,CAN,"5' 11""",200,R,Right Wing
4544,8458632,Mark Lawrence,1972-01-27,Burlington,CAN,CAN,"6' 4""",215,R,Right Wing
5301,8468105,Alexander Khavanov,1972-01-30,Moscow,RUS,RUS,"6' 2""",205,L,Defenseman
4194,8458031,Chris Simon,1972-01-30,Wawa,CAN,CAN,"6' 3""",232,L,Left Wing
3976,8457921,Geoff Sanderson,1972-02-01,Hay River,CAN,CAN,"6' 0""",190,L,Left Wing
4383,8456115,Ivan Droppa,1972-02-01,Liptovsky Mikulas,SVK,SVK,"6' 3""",209,L,Defenseman
4380,8458048,John Slaney,1972-02-07,St. John's,CAN,CAN,"6' 0""",190,L,Defenseman
4750,8458645,Bruce Gardiner,1972-02-11,Barrie,CAN,CAN,"6' 1""",193,R,Right Wing
3955,8449895,Owen Nolan,1972-02-12,Belfast,GBR,CAN,"6' 1""",214,R,Right Wing
4817,8458605,Juha Ylonen,1972-02-13,Helsinki,FIN,FIN,"6' 1""",189,L,Center
3995,8448208,Jaromir Jagr,1972-02-15,Kladno,CZE,CZE,"6' 3""",230,L,Right Wing
4129,8458587,Vladimir Vujtek,1972-02-17,Ostrava,CZE,CZE,"6' 1""",203,L,Left Wing
4378,8458985,Brent Gretzky,1972-02-20,Brantford,CAN,CAN,"5' 10""",160,L,Center
4548,8458588,Mike Torchia,1972-02-23,Toronto,CAN,CAN,"5' 11""",225,L,Goalie
4786,8459295,Dale Mctavish,1972-02-28,Pembroke,CAN,CAN,"6' 0""",193,L,Center
5468,8464922,Jeff Daw,1972-02-28,Carlisle,CAN,CAN,"6' 3""",190,R,Center
4857,8458649,Martin Prochazka,1972-03-03,Slany,CZE,CZE,"5' 11""",171,R,Right Wing
4464,8458185,Chris Taylor,1972-03-06,Stratford,CAN,CAN,"6' 2""",188,L,Center
4324,8458600,Aris Brimanis,1972-03-14,Cleveland,USA,USA,"6' 2""",212,R,Defenseman
5150,8459298,Marc Rodgers,1972-03-16,Shawville,CAN,CAN,"5' 10""",185,R,Right Wing
4301,8458559,Dody Wood,1972-03-18,Chetwynd,CAN,CAN,"6' 0""",200,L,Center
4516,8456729,Craig Johnson,1972-03-18,St. Paul,USA,USA,"6' 2""",200,L,Left Wing
4412,8458963,Boris Mironov,1972-03-21,Moscow,RUS,RUS,"6' 4""",223,R,Defenseman
4656,8459357,Kevin Hodson,1972-03-27,Winnipeg,CAN,CAN,"6' 0""",182,L,Goalie
5379,8469580,Dusan Salficky,1972-03-28,Chrudim,CZE,CZE,"6' 1""",185,L,Goalie
4086,8458229,Keith Tkachuk,1972-03-28,Melrose,USA,USA,"6' 2""",235,L,Left Wing
4164,8456830,Trevor Kidd,1972-03-29,Dugald,CAN,CAN,"6' 2""",213,L,Goalie
4360,8459316,Andy Schneider,1972-03-29,Edmonton,CAN,CAN,"5' 10""",170,L,Left Wing
4467,8459184,Andrei Vasilyev,1972-03-30,Voskresensk,RUS,RUS,"5' 8""",174,R,Left Wing
4391,8458982,Darren McCarty,1972-04-01,Burnaby,CAN,CAN,"6' 1""",210,R,Right Wing
4543,8458611,Mike Kennedy,1972-04-13,Vancouver,CAN,CAN,"6' 1""",200,R,Center
4336,8458620,Mariusz Czerkawski,1972-04-13,Radomsko,POL,POL,"6' 0""",200,R,Right Wing
4711,8460484,Steve Martins,1972-04-13,Gatineau,CAN,CAN,"5' 9""",185,L,Center
4902,8457922,Terran Sandwith,1972-04-17,Stony Plain,CAN,CAN,"6' 4""",210,L,Defenseman
4341,8459139,Todd Simon,1972-04-21,Toronto,CAN,CAN,"5' 10""",188,R,Center
4525,8459141,Marko Tuomainen,1972-04-25,Kuopio,FIN,FIN,"6' 2""",190,R,Right Wing
4874,8460851,Jan Benda,1972-04-28,Reet,BEL,DEU,"6' 2""",207,R,Center
4430,8458970,Jarkko Varvio,1972-04-28,Tampere,FIN,FIN,"5' 9""",175,R,Right Wing
4605,8459048,Scott Bailey,1972-05-02,Calgary,CAN,CAN,"6' 0""",195,L,Goalie
4616,8458705,Scott Fraser,1972-05-03,Moncton,CAN,CAN,"6' 1""",200,R,Right Wing
4150,8456887,Vyacheslav Kozlov,1972-05-03,Voskresensk,RUS,RUS,"5' 10""",190,L,Left Wing
4822,8455653,Brad Bombardir,1972-05-05,Powell River,CAN,CAN,"6' 1""",205,L,Defenseman
4323,8457785,Mikael Renberg,1972-05-05,Pitea,SWE,SWE,"6' 2""",235,L,Right Wing
4313,8458540,Ziggy Palffy,1972-05-05,Skalica,SVK,SVK,"5' 11""",181,L,Right Wing
4095,8455710,Martin Brodeur,1972-05-06,Montréal,CAN,CAN,"6' 2""",220,L,Goalie
4184,8458537,Ray Whitney,1972-05-08,Fort Saskatchewan,CAN,CAN,"5' 10""",180,R,Left Wing
4171,8458172,Darryl Sydor,1972-05-13,Edmonton,CAN,CAN,"6' 1""",211,L,Defenseman
4252,8458125,Turner Stevenson,1972-05-18,Prince George,CAN,CAN,"6' 3""",230,R,Right Wing
4718,8456137,Mike Dunham,1972-06-01,Johnson City,USA,USA,"6' 2""",190,L,Goalie
4190,8456531,Derian Hatcher,1972-06-04,Sterling Heights,USA,USA,"6' 5""",235,L,Defenseman
4621,8460560,Marko Kiprusoff,1972-06-06,Turku,FIN,FIN,"6' 0""",194,R,Defenseman
4403,8458566,Sandy McCarthy,1972-06-15,Toronto,CAN,CAN,"6' 3""",223,R,Right Wing
5085,8459239,Jean-Francois Labbe,1972-06-15,Sherbrooke,CAN,CAN,"5' 9""",174,L,Goalie
4704,8459518,Ravil Gusmanov,1972-06-25,Naberezhnye Chelny,RUS,RUS,"6' 3""",185,L,Right Wing
4215,8458606,Steve Junker,1972-06-26,Castlegar,CAN,CAN,"6' 0""",191,L,Right Wing
5500,8469552,Tony Virta,1972-06-28,Hämeenlinna,FIN,FIN,"5' 10""",187,L,Right Wing
4797,8459174,Dan McGillis,1972-07-01,Hawkesbury,CAN,CAN,"6' 3""",220,L,Defenseman
4222,8458680,Corey Hirsch,1972-07-01,Medicine Hat,CAN,CAN,"5' 10""",170,L,Goalie
4776,8458590,Mike Knuble,1972-07-04,Toronto,CAN,USA,"6' 3""",229,R,Right Wing
4142,8456149,Karl Dykhuis,1972-07-08,Sept-Iles,CAN,CAN,"6' 3""",214,L,Defenseman
5018,8459406,Bryan Helmer,1972-07-15,Sault Ste. Marie,CAN,CAN,"6' 2""",208,R,Defenseman
4446,8459060,Paxton Schulte,1972-07-16,Onoway,CAN,CAN,"6' 2""",210,L,Left Wing
4613,8458615,Steve Shields,1972-07-19,Toronto,CAN,CAN,"6' 3""",215,L,Goalie
4505,8460045,Jamie Linden,1972-07-19,Medicine Hat,CAN,CAN,"6' 5""",195,R,Right Wing
4719,8458283,Nick Vachon,1972-07-20,Montréal,CAN,CAN,"5' 10""",190,L,Center
4122,8458554,Jozef Stumpel,1972-07-20,Nitra,SVK,SVK,"6' 3""",222,R,Left Wing
4768,8459415,Brent Peterson,1972-07-20,Calgary,CAN,CAN,"6' 3""",195,L,Left Wing
4300,8458544,Sandis Ozolinsh,1972-08-03,Riga,LVA,LVA,"6' 3""",215,L,Defenseman
4425,8457065,John Lilley,1972-08-03,Wakefield,USA,USA,"5' 9""",170,R,Center
4681,8459046,Brian Loney,1972-08-09,Winnipeg,CAN,CAN,"6' 1""",195,R,Right Wing
5097,8468120,Mikko Eloranta,1972-08-24,Turku,FIN,FIN,"6' 0""",190,L,Left Wing
4476,8457421,Ian Moran,1972-08-24,Cleveland,USA,USA,"5' 11""",197,R,Defenseman
4811,8462137,Igor Nikulin,1972-08-26,Cherepovets,RUS,RUS,"6' 1""",180,L,Right Wing
4373,8456567,Darby Hendrickson,1972-08-28,Richfield,USA,USA,"6' 1""",195,L,Center
4785,8459158,Jonas Hoglund,1972-08-29,Hammaro,SWE,SWE,"6' 3""",218,R,Right Wing
4229,8458955,Martin Straka,1972-09-03,Plzen,CZE,CZE,"5' 9""",180,L,Center
4625,8459230,Trent McCleary,1972-09-08,Swift Current,CAN,CAN,"6' 0""",180,R,Center
4210,8457049,Mike Lenarduzzi,1972-09-14,Mississauga,CAN,CAN,"6' 1""",165,L,Goalie
4183,8458516,Pat Falloon,1972-09-22,Foxwarren,CAN,CAN,"5' 11""",200,R,Right Wing
4465,8458557,Craig Darby,1972-09-26,Oneida,USA,USA,"6' 3""",205,R,Center
5071,8460713,Jorgen Jonsson,1972-09-29,Rogle,SWE,SWE,"6' 0""",183,L,Center
4726,8459176,Vladimir Vorobiev,1972-10-02,Cherepovets,RUS,RUS,"6' 0""",185,R,Right Wing
4206,8458573,Michael Nylander,1972-10-03,Stockholm,SWE,SWE,"6' 1""",200,L,Center
4474,8458552,Rusty Fitzgerald,1972-10-04,Minneapolis,USA,USA,"6' 1""",186,L,Center
4796,8459071,Rem Murray,1972-10-09,Stratford,CAN,CAN,"6' 2""",195,L,Left Wing
4295,8458595,Alexei Zhitnik,1972-10-10,Kiev,UKR,RUS,"5' 11""",225,L,Defenseman
4483,8458638,Brian Holzinger,1972-10-10,Parma,USA,USA,"5' 11""",186,R,Center
4214,8458942,Darius Kasparaitis,1972-10-16,Elektrenai,LTU,RUS,"5' 11""",215,L,Defenseman
